user_id,total_orders,total_revenue,avg_order_value
U000411,6,2245.88,374.31333333333333
U003943,6,7630.24,1271.7066666666667
U003485,6,2183.5099999999998,363.9183333333333
U007833,6,2925.83,487.6383333333333
U004903,6,5219.45,869.9083333333333
U002114,6,2345.14,390.8566666666666
U004785,6,1355.94,225.99
U008163,6,2316.17,386.02833333333336
U008140,6,1391.13,231.85500000000002
U004017,6,2923.77,487.295
U000368,6,2712.54,452.09
U004031,6,4118.88,686.48
U009368,6,2353.6,392.26666666666665
U007743,6,4262.610000000001,710.4350000000001
U004821,6,1099.3700000000001,183.22833333333335
U007327,6,3580.34,596.7233333333334
U008848,6,1981.19,330.1983333333333
U001224,6,720.47,120.07833333333333
U001176,6,3089.46,514.91
U001216,6,3961.92,660.32
U008171,6,915.3,152.54999999999998
U006555,6,6944.49,1157.415
U005702,6,10175.81,1695.9683333333332
U002267,6,1858.6,309.76666666666665
U002187,6,1433.96,238.99333333333334
U002279,6,2382.3,397.05
U004964,6,1468.62,244.76999999999998
U003572,6,2695.8900000000003,449.31500000000005
U008345,6,2781.48,463.58
U004942,6,6843.46,1140.5766666666666
U009406,6,3601.0,600.1666666666666
U009857,6,4960.55,826.7583333333333
U005721,6,3237.59,539.5983333333334
U008276,6,1525.99,254.33166666666668
U008356,6,2789.27,464.87833333333333
U006966,6,2199.36,366.56
U006857,6,1874.25,312.375
U006868,6,2151.8,358.6333333333334
U000006,6,9952.28,1658.7133333333334
U008552,6,4289.17,714.8616666666667
U000631,6,4932.2,822.0333333333333
U009661,6,2247.65,374.60833333333335
U003005,6,6498.16,1083.0266666666666
U004282,6,1464.37,244.06166666666664
U002995,5,2787.46,557.492
U009680,5,801.1500000000001,160.23000000000002
U006272,5,1946.5,389.3
U004265,5,1266.3,253.26
U004289,5,1989.8200000000002,397.96400000000006
U006274,5,1821.4999999999998,364.29999999999995
U006222,5,3457.09,691.418
U006820,5,1301.6100000000001,260.322
U003708,5,1817.6000000000001,363.52000000000004
U001718,5,2846.86,569.3720000000001
U001687,5,6788.84,1357.768
U001660,5,3181.01,636.202
U001833,5,4289.46,857.892
U001835,5,4250.93,850.186
U001802,5,1217.22,243.44400000000002
U001806,5,2137.53,427.50600000000003
U007096,5,3014.62,602.924
U002910,5,676.0699999999999,135.214
U004314,5,2730.15,546.03
U002888,5,3154.21,630.842
U000784,5,2588.6,517.72
U009674,5,8789.92,1757.984
U004269,5,1705.58,341.116
U002255,5,3376.85,675.37
U009856,5,2377.0,475.4
U006936,5,929.29,185.858
U003911,5,1657.94,331.588
U003887,5,3442.09,688.418
U003554,5,4764.78,952.9559999999999
U008174,5,1502.38,300.476
U008179,5,2266.92,453.384
U008181,5,1159.93,231.98600000000002
U006575,5,1551.6,310.32
U006577,5,2418.92,483.784
U009414,5,3818.22,763.644
U007744,5,2882.07,576.414
U007745,5,496.98,99.396
U001340,5,2499.88,499.976
U001303,5,3216.23,643.246
U007387,5,4939.41,987.882
U005686,5,3546.84,709.368
U001279,5,2937.36,587.472
U001322,5,1871.5899999999997,374.3179999999999
U006548,5,4443.79,888.758
U006550,5,2897.0600000000004,579.412
U000312,5,1245.05,249.01
U006559,5,4920.18,984.0360000000001
U006532,5,5167.48,1033.4959999999999
U000322,5,2153.46,430.692
U008883,5,3960.08,792.016
U002315,5,1606.22,321.244
U005805,5,6587.7,1317.54
U004923,5,2196.1,439.21999999999997
U009376,5,4182.04,836.408
U008917,5,4047.92,809.5840000000001
U004880,5,5157.34,1031.468
U008872,5,2831.1,566.22
U008365,5,3752.6,750.52
U003455,5,2237.7,447.53999999999996
U003458,5,5599.68,1119.9360000000001
U006515,5,1165.93,233.186
U003957,5,2853.17,570.634
U002376,5,7332.01,1466.402
U008850,5,2014.18,402.836
U002360,5,4313.7300000000005,862.7460000000001
U002209,5,1047.74,209.548
U008940,5,2254.41,450.88199999999995
U003571,5,5192.47,1038.4940000000001
U003576,5,2162.67,432.534
U006606,5,2894.8900000000003,578.9780000000001
U006610,5,3705.31,741.062
U003852,5,8154.95,1630.99
U006948,5,2830.08,566.016
U000286,5,2691.27,538.254
U005084,5,2683.37,536.674
U005632,5,2002.21,400.442
U007717,5,2392.2,478.43999999999994
U008957,5,3204.51,640.902
U005698,5,4363.62,872.7239999999999
U002329,5,3269.38,653.876
U004906,5,9538.69,1907.738
U007308,5,3575.75,715.15
U003939,5,4386.87,877.374
U007814,5,2700.64,540.1279999999999
U007785,5,3038.7400000000002,607.748
U001178,5,1075.69,215.138
U004853,5,2475.44,495.088
U004015,5,2363.29,472.658
U001131,5,2083.52,416.704
U002461,5,1774.67,354.934
U004818,5,2407.26,481.45200000000006
U005872,5,3777.56,755.512
U008162,5,1118.91,223.782
U006985,5,2322.77,464.554
U006498,5,2071.0099999999998,414.20199999999994
U000413,5,1467.17,293.434
U009818,5,6338.36,1267.672
U002417,5,2833.62,566.7239999999999
U009323,5,2154.0099999999998,430.80199999999996
U009334,5,1793.8,358.76
U001381,5,4066.28,813.2560000000001
U000219,5,754.68,150.93599999999998
U003550,5,2831.1600000000003,566.2320000000001
U003830,5,3202.31,640.462
U003838,5,3206.5,641.3
U006637,5,1658.44,331.688
U002034,5,2326.35,465.27
U007663,5,1620.64,324.12800000000004
U002128,5,751.01,150.202
U002047,5,2196.4700000000003,439.29400000000004
U002426,5,3063.37,612.674
U002399,5,2919.05,583.8100000000001
U001160,5,2882.7,576.54
U001170,5,1321.22,264.244
U003998,5,863.06,172.612
U000384,5,1500.0600000000002,300.01200000000006
U000391,5,2745.77,549.154
U000362,5,2326.39,465.27799999999996
U004008,5,3473.1500000000005,694.6300000000001
U009495,5,2692.3199999999997,538.4639999999999
U008755,5,3518.59,703.7180000000001
U004716,5,1008.13,201.626
U002465,5,2157.25,431.45
U005913,5,4068.5199999999995,813.704
U004023,5,2802.91,560.582
U009806,5,4153.75,830.75
U004732,5,4980.3099999999995,996.0619999999999
U004734,5,2607.63,521.5260000000001
U004735,5,2778.26,555.652
U002499,5,3385.05,677.01
U001081,5,6325.8099999999995,1265.1619999999998
U005117,5,2465.9700000000003,493.1940000000001
U005610,5,2236.77,447.354
U002002,5,3323.42,664.684
U002052,5,4118.39,823.6780000000001
U001525,5,4131.08,826.216
U001491,5,1902.06,380.412
U001492,5,2171.75,434.35
U009896,5,7511.26,1502.252
U002021,5,1031.0900000000001,206.21800000000002
U002028,5,1623.31,324.662
U005164,5,3499.0200000000004,699.8040000000001
U009291,5,4618.539999999999,923.7079999999999
U001470,5,2782.02,556.404
U002516,5,2085.88,417.17600000000004
U005900,5,2063.19,412.63800000000003
U001067,5,3811.56,762.312
U009813,5,1883.0500000000002,376.61
U009827,5,2407.13,481.42600000000004
U006999,5,3329.1299999999997,665.8259999999999
U007872,5,835.7900000000001,167.15800000000002
U008295,5,1251.5300000000002,250.30600000000004
U009903,5,10118.31,2023.6619999999998
U000218,5,2468.97,493.794
U002007,5,1991.91,398.382
U002013,5,964.65,192.93
U005161,5,1051.65,210.33
U009267,5,2642.4,528.48
U000456,5,4654.51,930.902
U000464,5,1804.59,360.918
U000435,5,1457.81,291.562
U000417,5,3841.7799999999997,768.356
U000481,5,6718.030000000001,1343.6060000000002
U002602,5,7169.76,1433.952
U008727,5,1345.43,269.086
U005191,5,2762.08,552.4159999999999
U005132,5,1691.69,338.338
U002644,5,1941.43,388.286
U007881,5,5086.66,1017.332
U007259,5,2613.03,522.606
U005936,5,432.06,86.412
U001041,5,3430.4300000000003,686.086
U004042,5,2429.23,485.846
U006446,5,4121.61,824.3219999999999
U009777,5,1694.79,338.95799999999997
U009780,5,1386.3200000000002,277.264
U009781,5,2347.76,469.552
U008431,5,1701.46,340.29200000000003
U008435,5,951.9200000000001,190.38400000000001
U008444,5,424.53,84.90599999999999
U008721,5,2392.37,478.474
U006921,5,3587.8199999999997,717.564
U000203,5,832.8599999999999,166.57199999999997
U001973,5,5846.22,1169.2440000000001
U005553,5,4266.46,853.292
U005554,5,3342.67,668.534
U005524,5,2601.41,520.2819999999999
U005529,5,2999.23,599.846
U000188,5,5359.41,1071.882
U006899,5,1810.63,362.12600000000003
U006901,5,1655.16,331.03200000000004
U004677,5,5535.26,1107.0520000000001
U008728,5,3321.3599999999997,664.2719999999999
U001021,5,2192.6600000000003,438.53200000000004
U009529,5,1400.16,280.03200000000004
U009799,5,2334.94,466.988
U004637,5,3507.51,701.5020000000001
U000998,5,5396.3,1079.26
U006000,5,3386.1499999999996,677.2299999999999
U006037,5,2801.59,560.318
U001028,5,3737.59,747.518
U000965,5,1449.17,289.834
U006048,5,2518.46,503.692
U008691,5,2554.7999999999997,510.9599999999999
U008694,5,764.52,152.904
U006403,5,3118.04,623.608
U006408,5,868.54,173.708
U006414,5,939.6800000000001,187.936
U006075,5,1284.6399999999999,256.928
U002679,5,570.03,114.006
U002630,5,4835.99,967.198
U000985,5,1704.6599999999999,340.93199999999996
U007596,5,1311.35,262.27
U007638,5,1255.05,251.01
U001927,5,1631.84,326.368
U005300,5,4517.62,903.524
U003637,5,6883.92,1376.784
U007605,5,2696.68,539.336
U009071,5,1976.29,395.258
U001565,5,982.24,196.448
U007625,5,3993.86,798.772
U000975,5,1525.6399999999999,305.128
U002659,5,7868.65,1573.73
U002660,5,3972.2200000000003,794.4440000000001
U002707,5,4662.549999999999,932.5099999999999
U002649,5,4993.48,998.6959999999999
U003210,5,4435.950000000001,887.1900000000002
U008449,5,3235.83,647.1659999999999
U009759,5,2605.4900000000002,521.0980000000001
U000510,5,4310.59,862.118
U000524,5,6342.0599999999995,1268.4119999999998
U004141,5,2113.66,422.73199999999997
U008472,5,3991.5699999999997,798.314
U006344,5,3034.17,606.8340000000001
U002688,5,1197.69,239.538
U002753,5,2709.08,541.816
U000888,5,3415.24,683.048
U000890,5,2761.66,552.332
U008088,5,4346.49,869.298
U008091,5,3422.86,684.572
U008095,5,2977.4900000000002,595.498
U006369,5,2093.17,418.634
U009754,5,2896.62,579.324
U003220,5,1716.8799999999999,343.376
U003223,5,3576.3,715.26
U006104,5,3579.8199999999997,715.9639999999999
U009073,5,3737.5299999999997,747.506
U001813,5,649.47,129.894
U001666,5,2246.02,449.204
U003675,5,701.7099999999999,140.34199999999998
U008256,5,1136.2,227.24
U001885,5,3942.95,788.5899999999999
U001886,5,3355.93,671.1859999999999
U009089,5,2830.94,566.188
U009094,5,1994.29,398.858
U009220,5,3796.27,759.254
U004475,5,3999.04,799.808
U004525,5,4400.08,880.016
U004531,5,4193.21,838.642
U004513,5,1202.16,240.43200000000002
U007913,5,2991.2400000000002,598.248
U006096,5,5671.98,1134.396
U004163,5,2715.56,543.112
U009689,5,4516.0,903.2
U007982,5,847.96,169.592
U000535,5,1409.86,281.972
U006124,5,5731.79,1146.358
U007166,5,4237.41,847.482
U007171,5,1929.28,385.856
U006319,5,1965.04,393.008
U000610,5,3730.1,746.02
U000570,5,1365.46,273.092
U007957,5,2708.73,541.746
U000858,5,326.74,65.348
U004439,5,2795.71,559.142
U002828,5,1522.37,304.474
U002768,5,4920.1,984.0200000000001
U009229,5,2572.7200000000003,514.5440000000001
U009244,5,1936.1100000000001,387.22200000000004
U000606,5,2514.73,502.946
U008011,5,2313.63,462.726
U002863,5,3095.8100000000004,619.162
U006173,5,2509.1600000000003,501.83200000000005
U006180,5,2115.08,423.01599999999996
U000815,5,2289.6400000000003,457.92800000000005
U004370,5,1707.1,341.41999999999996
U002773,5,4350.61,870.122
U000779,5,4050.69,810.138
U004438,5,2255.15,451.03000000000003
U002847,5,2197.7799999999997,439.5559999999999
U006166,5,3585.87,717.174
U007164,5,1726.13,345.226
U000573,5,734.34,146.868
U003122,5,3037.04,607.408
U006299,5,1351.67,270.334
U007521,5,1452.11,290.42199999999997
U009183,5,2976.55,595.3100000000001
U000121,5,3613.94,722.788
U009904,5,2547.04,509.408
U009935,5,3005.22,601.044
U007561,5,4691.55,938.3100000000001
U005481,5,2586.23,517.246
U005455,5,1109.06,221.81199999999998
U001676,5,2620.4700000000003,524.094
U002885,5,3288.7299999999996,657.7459999999999
U002853,5,1384.63,276.92600000000004
U006182,5,4456.849999999999,891.3699999999999
U007142,5,977.52,195.504
U000837,5,3717.83,743.566
U008058,5,3443.38,688.676
U003098,5,4065.92,813.184
U000638,5,3292.8099999999995,658.5619999999999
U004273,5,508.91,101.78200000000001
U000713,5,1755.8600000000001,351.172
U002870,5,3314.8199999999997,662.9639999999999
U000707,5,313.69,62.738
U004358,5,1809.81,361.962
U004367,5,1875.58,375.116
U008582,5,2746.14,549.228
U004383,5,4197.110000000001,839.4220000000001
U007103,5,4293.71,858.742
U000594,5,1747.74,349.548
U008534,5,2654.8199999999997,530.9639999999999
U004238,5,3201.43,640.286
U004211,5,1796.35,359.27
U006313,5,1660.21,332.04200000000003
U007518,5,2703.93,540.786
U008565,5,4531.53,906.3059999999999
U006242,5,2731.9500000000003,546.3900000000001
U006247,5,3530.3199999999997,706.064
U006255,5,2640.57,528.114
U000659,5,2576.19,515.238
U006845,5,2306.73,461.346
U006790,5,753.97,150.794
U005376,5,5324.0,1064.8
U009177,5,3621.2,724.24
U009179,5,2789.21,557.842
U009182,5,2463.43,492.686
U005401,5,3152.41,630.482
U000035,5,4178.87,835.774
U000042,5,1216.75,243.35
U005446,5,1310.51,262.102
U007532,5,3074.07,614.8140000000001
U008184,5,4860.37,972.074
U000299,5,2697.58,539.516
U004928,5,4490.62,898.124
U007762,5,1816.58,363.316
U007748,5,941.9699999999999,188.39399999999998
U000010,5,1631.68,326.336
U006851,5,4410.03,882.006
U006813,5,2918.01,583.6020000000001
U009987,5,4049.15,809.83
U000023,5,6134.9,1226.98
U006777,5,1975.46,395.092
U006783,5,4394.28,878.856
U006750,5,2832.75,566.55
U001795,5,2564.5,512.9
U008014,5,527.77,105.554
U008562,5,1376.53,275.306
U009942,4,3076.57,769.1425
U000038,4,4346.73,1086.6825
U008275,4,3257.4300000000003,814.3575000000001
U006755,4,1304.35,326.0875
U000107,4,900.8,225.2
U001768,4,580.01,145.0025
U001775,4,1125.31,281.3275
U005383,4,590.0500000000001,147.51250000000002
U005385,4,3222.5499999999997,805.6374999999999
U001733,4,828.4300000000001,207.10750000000002
U001734,4,1600.27,400.0675
U001736,4,1301.46,325.365
U005443,4,1886.09,471.5225
U005420,4,2555.39,638.8475
U009171,4,2320.5099999999998,580.1274999999999
U009190,4,6119.55,1529.8875
U001740,4,2213.92,553.48
U009931,4,13288.880000000001,3322.2200000000003
U003047,4,2591.3,647.825
U006268,4,3481.25,870.3125
U009666,4,1044.1200000000001,261.03000000000003
U009668,4,1544.74,386.185
U009681,4,4577.49,1144.3725
U004267,4,1442.1,360.525
U003009,4,460.09,115.0225
U003018,4,1924.1799999999998,481.04499999999996
U006257,4,4976.48,1244.12
U000725,4,1199.56,299.89
U000730,4,4872.18,1218.045
U002972,4,5883.26,1470.815
U002977,4,4226.21,1056.5525
U000056,4,840.08,210.02
U000032,4,4739.04,1184.76
U006848,4,2205.0,551.25
U008015,4,2982.42,745.605
U008553,4,2573.62,643.405
U002982,4,822.52,205.63
U000704,4,4290.29,1072.5725
U006229,4,2770.39,692.5975
U006230,4,617.2,154.3
U006235,4,4369.32,1092.33
U006237,4,639.95,159.9875
U006240,4,938.04,234.51
U000671,4,2325.21,581.3025
U002947,4,710.0,177.5
U000687,4,1139.07,284.7675
U000653,4,582.07,145.5175
U004247,4,1723.61,430.9025
U004253,4,3240.28,810.07
U004255,4,2500.05,625.0125
U008049,4,778.06,194.515
U008051,4,925.5699999999999,231.39249999999998
U004225,4,2574.08,643.52
U004226,4,5879.33,1469.8325
U008531,4,1832.1299999999999,458.03249999999997
U003019,4,2017.21,504.3025
U009687,4,2028.22,507.055
U000677,4,1154.95,288.7375
U004296,4,945.8499999999999,236.46249999999998
U004275,4,691.85,172.9625
U002925,4,2749.2,687.3
U002928,4,621.74,155.435
U002931,4,3600.2300000000005,900.0575000000001
U000717,4,4414.8,1103.7
U000754,4,861.12,215.28
U008013,4,1833.51,458.3775
U008037,4,4507.97,1126.9925
U008024,4,1722.1100000000001,430.52750000000003
U008025,4,2357.19,589.2975
U002960,4,1590.75,397.6875
U002961,4,2145.53,536.3825
U007115,4,2806.58,701.645
U007117,4,2969.87,742.4675
U006210,4,3386.43,846.6075
U000788,4,746.4100000000001,186.60250000000002
U009642,4,673.16,168.29
U000745,4,3516.92,879.23
U000747,4,1256.46,314.115
U007097,4,1711.8600000000001,427.96500000000003
U000669,4,3320.19,830.0475
U009697,4,1167.74,291.935
U008048,4,1822.79,455.6975
U004327,4,1113.92,278.48
U002937,4,2373.48,593.37
U002878,4,1110.92,277.73
U006186,4,1690.6,422.65
U006191,4,1946.63,486.6575
U007102,4,2151.29,537.8225
U008002,4,1217.27,304.3175
U008004,4,2637.9,659.475
U003072,4,2118.38,529.595
U003105,4,1382.5599999999997,345.63999999999993
U004227,4,2953.26,738.315
U004234,4,3538.24,884.56
U004204,4,940.2199999999999,235.05499999999998
U004206,4,3472.33,868.0825
U003030,4,2699.96,674.99
U008035,4,3677.83,919.4575
U003079,4,2021.3799999999999,505.34499999999997
U003082,4,5148.120000000001,1287.0300000000002
U004219,4,459.04999999999995,114.76249999999999
U008054,4,1925.67,481.4175
U000642,4,2274.44,568.61
U000650,4,911.5,227.875
U000620,4,1553.37,388.3425
U000621,4,463.78,115.945
U000618,4,192.32999999999998,48.082499999999996
U002913,4,257.39,64.3475
U002919,4,1091.86,272.965
U002924,4,740.0899999999999,185.02249999999998
U002856,4,1221.93,305.4825
U006196,4,2355.49,588.8725
U004393,4,1785.67,446.4175
U002871,4,2844.2000000000003,711.0500000000001
U007069,4,6290.85,1572.7125
U006302,4,2165.54,541.385
U006351,4,785.14,196.285
U004199,4,1359.84,339.96
U004419,4,2356.53,589.1325
U007975,4,2082.91,520.7275
U007978,4,1247.82,311.955
U004423,4,3044.71,761.1775
U006181,4,1461.2,365.3
U007144,4,1089.77,272.4425
U007151,4,2307.09,576.7725
U000841,4,860.29,215.0725
U000772,4,926.95,231.7375
U004201,4,2455.22,613.805
U003142,4,657.67,164.4175
U003144,4,4439.6,1109.9
U004446,4,1453.1399999999999,363.28499999999997
U004431,4,3726.8599999999997,931.7149999999999
U002834,4,2511.01,627.7525
U002836,4,4073.08,1018.27
U002841,4,955.49,238.8725
U002843,4,682.39,170.5975
U004453,4,1777.1399999999999,444.28499999999997
U006160,4,1626.19,406.5475
U007159,4,2966.07,741.5175
U009725,4,1299.79,324.9475
U003125,4,4504.200000000001,1126.0500000000002
U008488,4,7336.7300000000005,1834.1825000000001
U008496,4,1520.13,380.0325
U008504,4,442.45,110.6125
U008516,4,4640.3,1160.075
U007067,4,499.62,124.905
U003159,4,949.06,237.265
U004162,4,1629.0600000000002,407.26500000000004
U003145,4,1403.19,350.7975
U003147,4,992.77,248.1925
U006357,4,3780.96,945.24
U006323,4,1183.01,295.7525
U006328,4,3186.22,796.555
U006333,4,2626.82,656.705
U000796,4,1453.8300000000002,363.45750000000004
U007956,4,1835.8600000000001,458.96500000000003
U004420,4,1400.79,350.1975
U008600,4,191.67000000000002,47.917500000000004
U000829,4,6821.26,1705.315
U009598,4,458.23999999999995,114.55999999999999
U009627,4,2504.29,626.0725
U004443,4,1324.1799999999998,331.04499999999996
U000533,4,1143.6599999999999,285.91499999999996
U004479,4,3422.7999999999997,855.6999999999999
U004485,4,3923.5,980.875
U004486,4,2272.84,568.21
U004487,4,4268.85,1067.2125
U004463,4,1342.34,335.585
U002808,4,1361.3999999999999,340.34999999999997
U008613,4,2547.54,636.885
U008638,4,1476.94,369.235
U008646,4,3014.5299999999997,753.6324999999999
U006147,4,3445.05,861.2625
U006117,4,1057.64,264.41
U007947,4,1586.0,396.5
U008085,4,3673.05,918.2625
U004151,4,1635.79,408.9475
U003190,4,2895.44,723.86
U002788,4,3979.33,994.8325
U004520,4,1316.9299999999998,329.23249999999996
U004528,4,2186.6,546.65
U004530,4,5963.18,1490.795
U007924,4,1541.66,385.415
U007926,4,1519.24,379.81
U007194,4,2154.83,538.7075
U004136,4,1686.4099999999999,421.60249999999996
U004147,4,1374.32,343.58
U004121,4,2335.88,583.97
U004125,4,565.3,141.325
U008467,4,1194.76,298.69
U008471,4,790.06,197.515
U008068,4,1154.25,288.5625
U007055,4,1225.76,306.44
U009708,4,2246.74,561.685
U000568,4,586.65,146.6625
U003175,4,2128.6800000000003,532.1700000000001
U003178,4,1526.92,381.73
U003217,4,1956.49,489.1225
U006097,4,4668.38,1167.095
U006099,4,3947.02,986.755
U000909,4,1563.97,390.9925
U000886,4,3920.16,980.04
U000845,4,1120.4,280.1
U000846,4,2340.55,585.1375
U006103,4,3013.34,753.335
U006105,4,1409.92,352.48
U006085,4,3204.4,801.1
U006087,4,2451.57,612.8925
U000928,4,1571.6200000000001,392.90500000000003
U007933,4,2523.38,630.845
U002721,4,2948.13,737.0325
U002757,4,2581.92,645.48
U002722,4,2300.65,575.1625
U002695,4,2747.57,686.8925
U002699,4,735.0,183.75
U000906,4,3509.13,877.2825
U000927,4,2918.7799999999997,729.6949999999999
U006090,4,1007.0400000000001,251.76000000000002
U002701,4,905.6700000000001,226.41750000000002
U002731,4,3572.71,893.1775
U002734,4,1247.44,311.86
U008092,4,2640.4,660.1
U008099,4,2386.51,596.6275
U008480,4,2771.35,692.8375
U006367,4,5709.53,1427.3825
U006374,4,3546.64,886.66
U003209,4,4167.79,1041.9475
U009761,4,2930.5099999999998,732.6274999999999
U000545,4,641.36,160.34
U000492,4,803.3199999999999,200.82999999999998
U000496,4,1417.8600000000001,354.46500000000003
U008087,4,878.93,219.7325
U002740,4,2676.42,669.105
U002710,4,4495.990000000001,1123.9975000000002
U002711,4,2337.29,584.3225
U007912,4,2034.8700000000003,508.7175000000001
U008684,4,2781.5299999999997,695.3824999999999
U007206,4,4412.45,1103.1125
U009578,4,1670.5,417.625
U004566,4,1933.93,483.4825
U004569,4,1805.21,451.3025
U004550,4,3978.0,994.5
U004629,4,2294.13,573.5325
U007899,4,1616.28,404.07
U007901,4,5685.54,1421.385
U007906,4,1116.75,279.1875
U004558,4,302.46999999999997,75.61749999999999
U008669,4,1526.07,381.5175
U002657,4,2118.65,529.6625
U000959,4,1659.72,414.93
U009545,4,3171.1,792.775
U009553,4,1114.34,278.585
U009557,4,1589.14,397.285
U006435,4,2967.4,741.85
U003240,4,1700.43,425.1075
U003242,4,779.58,194.895
